timestamp,station_id,station_name,latitude,longitude,rainfall_mm
2024-07-15 00:00:00,AWS_COLABA,Colaba,18.9067,72.8147,4.2
2024-07-15 01:00:00,AWS_COLABA,Colaba,18.9067,72.8147,2.2
2024-07-15 02:00:00,AWS_COLABA,Colaba,18.9067,72.8147,2.0
2024-07-15 03:00:00,AWS_COLABA,Colaba,18.9067,72.8147,2.0
2024-07-15 04:00:00,AWS_COLABA,Colaba,18.9067,72.8147,10.0
2024-07-15 05:00:00,AWS_COLABA,Colaba,18.9067,72.8147,5.4
2024-07-15 06:00:00,AWS_COLABA,Colaba,18.9067,72.8147,1.5
2024-07-15 07:00:00,AWS_COLABA,Colaba,18.9067,72.8147,4.4
2024-07-15 08:00:00,AWS_COLABA,Colaba,18.9067,72.8147,3.3
2024-07-15 09:00:00,AWS_COLABA,Colaba,18.9067,72.8147,0.1
2024-07-15 10:00:00,AWS_COLABA,Colaba,18.9067,72.8147,0.7
2024-07-15 11:00:00,AWS_COLABA,Colaba,18.9067,72.8147,3.6
2024-07-15 12:00:00,AWS_COLABA,Colaba,18.9067,72.8147,9.2
2024-07-15 13:00:00,AWS_COLABA,Colaba,18.9067,72.8147,2.0
2024-07-15 14:00:00,AWS_COLABA,Colaba,18.9067,72.8147,1.4
2024-07-15 15:00:00,AWS_COLABA,Colaba,18.9067,72.8147,2.9
2024-07-15 16:00:00,AWS_COLABA,Colaba,18.9067,72.8147,1.3
2024-07-15 17:00:00,AWS_COLABA,Colaba,18.9067,72.8147,1.9
2024-07-15 18:00:00,AWS_COLABA,Colaba,18.9067,72.8147,2.6
2024-07-15 19:00:00,AWS_COLABA,Colaba,18.9067,72.8147,0.6
2024-07-15 20:00:00,AWS_COLABA,Colaba,18.9067,72.8147,5.6
2024-07-15 21:00:00,AWS_COLABA,Colaba,18.9067,72.8147,0.5
2024-07-15 22:00:00,AWS_COLABA,Colaba,18.9067,72.8147,3.2
2024-07-15 23:00:00,AWS_COLABA,Colaba,18.9067,72.8147,5.3
2024-07-16 00:00:00,AWS_COLABA,Colaba,18.9067,72.8147,3.1
2024-07-16 01:00:00,AWS_COLABA,Colaba,18.9067,72.8147,2.3
2024-07-16 02:00:00,AWS_COLABA,Colaba,18.9067,72.8147,1.8
2024-07-16 03:00:00,AWS_COLABA,Colaba,18.9067,72.8147,1.5
2024-07-16 04:00:00,AWS_COLABA,Colaba,18.9067,72.8147,6.8
2024-07-16 05:00:00,AWS_COLABA,Colaba,18.9067,72.8147,3.6
2024-07-16 06:00:00,AWS_COLABA,Colaba,18.9067,72.8147,1.7
2024-07-16 07:00:00,AWS_COLABA,Colaba,18.9067,72.8147,1.1
2024-07-16 08:00:00,AWS_COLABA,Colaba,18.9067,72.8147,4.7
2024-07-16 09:00:00,AWS_COLABA,Colaba,18.9067,72.8147,6.7
2024-07-16 10:00:00,AWS_COLABA,Colaba,18.9067,72.8147,6.2
2024-07-16 11:00:00,AWS_COLABA,Colaba,18.9067,72.8147,0.9
2024-07-16 12:00:00,AWS_COLABA,Colaba,18.9067,72.8147,1.8
2024-07-16 13:00:00,AWS_COLABA,Colaba,18.9067,72.8147,1.5
2024-07-16 14:00:00,AWS_COLABA,Colaba,18.9067,72.8147,2.1
2024-07-16 15:00:00,AWS_COLABA,Colaba,18.9067,72.8147,5.6
2024-07-16 16:00:00,AWS_COLABA,Colaba,18.9067,72.8147,8.5
2024-07-16 17:00:00,AWS_COLABA,Colaba,18.9067,72.8147,3.7
2024-07-16 18:00:00,AWS_COLABA,Colaba,18.9067,72.8147,1.2
2024-07-16 19:00:00,AWS_COLABA,Colaba,18.9067,72.8147,2.5
2024-07-16 20:00:00,AWS_COLABA,Colaba,18.9067,72.8147,9.9
2024-07-16 21:00:00,AWS_COLABA,Colaba,18.9067,72.8147,2.9
2024-07-16 22:00:00,AWS_COLABA,Colaba,18.9067,72.8147,1.9
2024-07-16 23:00:00,AWS_COLABA,Colaba,18.9067,72.8147,2.0
2024-07-17 00:00:00,AWS_COLABA,Colaba,18.9067,72.8147,3.7
2024-07-17 01:00:00,AWS_COLABA,Colaba,18.9067,72.8147,0.9
2024-07-17 02:00:00,AWS_COLABA,Colaba,18.9067,72.8147,1.4
2024-07-17 03:00:00,AWS_COLABA,Colaba,18.9067,72.8147,6.1
2024-07-17 04:00:00,AWS_COLABA,Colaba,18.9067,72.8147,3.6
2024-07-17 05:00:00,AWS_COLABA,Colaba,18.9067,72.8147,2.9
2024-07-17 06:00:00,AWS_COLABA,Colaba,18.9067,72.8147,6.4
2024-07-17 07:00:00,AWS_COLABA,Colaba,18.9067,72.8147,1.1
2024-07-17 08:00:00,AWS_COLABA,Colaba,18.9067,72.8147,1.8
2024-07-17 09:00:00,AWS_COLABA,Colaba,18.9067,72.8147,3.5
2024-07-17 10:00:00,AWS_COLABA,Colaba,18.9067,72.8147,3.4
2024-07-17 11:00:00,AWS_COLABA,Colaba,18.9067,72.8147,0.3
2024-07-17 12:00:00,AWS_COLABA,Colaba,18.9067,72.8147,1.6
2024-07-17 13:00:00,AWS_COLABA,Colaba,18.9067,72.8147,2.2
2024-07-17 14:00:00,AWS_COLABA,Colaba,18.9067,72.8147,3.9
2024-07-17 15:00:00,AWS_COLABA,Colaba,18.9067,72.8147,3.4
2024-07-17 16:00:00,AWS_COLABA,Colaba,18.9067,72.8147,2.4
2024-07-17 17:00:00,AWS_COLABA,Colaba,18.9067,72.8147,0.1
2024-07-17 18:00:00,AWS_COLABA,Colaba,18.9067,72.8147,2.5
2024-07-17 19:00:00,AWS_COLABA,Colaba,18.9067,72.8147,2.8
2024-07-17 20:00:00,AWS_COLABA,Colaba,18.9067,72.8147,17.3
2024-07-17 21:00:00,AWS_COLABA,Colaba,18.9067,72.8147,2.1
2024-07-17 22:00:00,AWS_COLABA,Colaba,18.9067,72.8147,3.5
2024-07-17 23:00:00,AWS_COLABA,Colaba,18.9067,72.8147,7.3
2024-07-18 00:00:00,AWS_COLABA,Colaba,18.9067,72.8147,37.6
2024-07-18 01:00:00,AWS_COLABA,Colaba,18.9067,72.8147,51.0
2024-07-18 02:00:00,AWS_COLABA,Colaba,18.9067,72.8147,10.2
2024-07-18 03:00:00,AWS_COLABA,Colaba,18.9067,72.8147,13.7
2024-07-18 04:00:00,AWS_COLABA,Colaba,18.9067,72.8147,18.1
2024-07-18 05:00:00,AWS_COLABA,Colaba,18.9067,72.8147,9.0
2024-07-18 06:00:00,AWS_COLABA,Colaba,18.9067,72.8147,26.3
2024-07-18 07:00:00,AWS_COLABA,Colaba,18.9067,72.8147,14.4
2024-07-18 08:00:00,AWS_COLABA,Colaba,18.9067,72.8147,54.4
2024-07-18 09:00:00,AWS_COLABA,Colaba,18.9067,72.8147,15.7
2024-07-18 10:00:00,AWS_COLABA,Colaba,18.9067,72.8147,51.2
2024-07-18 11:00:00,AWS_COLABA,Colaba,18.9067,72.8147,78.9
2024-07-18 12:00:00,AWS_COLABA,Colaba,18.9067,72.8147,60.5
2024-07-18 13:00:00,AWS_COLABA,Colaba,18.9067,72.8147,49.4
2024-07-18 14:00:00,AWS_COLABA,Colaba,18.9067,72.8147,89.1
2024-07-18 15:00:00,AWS_COLABA,Colaba,18.9067,72.8147,63.4
2024-07-18 16:00:00,AWS_COLABA,Colaba,18.9067,72.8147,84.0
2024-07-18 17:00:00,AWS_COLABA,Colaba,18.9067,72.8147,27.9
2024-07-18 18:00:00,AWS_COLABA,Colaba,18.9067,72.8147,11.7
2024-07-18 19:00:00,AWS_COLABA,Colaba,18.9067,72.8147,37.3
2024-07-18 20:00:00,AWS_COLABA,Colaba,18.9067,72.8147,14.0
2024-07-18 21:00:00,AWS_COLABA,Colaba,18.9067,72.8147,38.0
2024-07-18 22:00:00,AWS_COLABA,Colaba,18.9067,72.8147,48.0
2024-07-18 23:00:00,AWS_COLABA,Colaba,18.9067,72.8147,14.9
2024-07-19 00:00:00,AWS_COLABA,Colaba,18.9067,72.8147,27.5
2024-07-19 01:00:00,AWS_COLABA,Colaba,18.9067,72.8147,40.0
2024-07-19 02:00:00,AWS_COLABA,Colaba,18.9067,72.8147,22.1
2024-07-19 03:00:00,AWS_COLABA,Colaba,18.9067,72.8147,87.6
2024-07-19 04:00:00,AWS_COLABA,Colaba,18.9067,72.8147,26.7
2024-07-19 05:00:00,AWS_COLABA,Colaba,18.9067,72.8147,13.9
2024-07-19 06:00:00,AWS_COLABA,Colaba,18.9067,72.8147,41.9
2024-07-19 07:00:00,AWS_COLABA,Colaba,18.9067,72.8147,23.6
2024-07-19 08:00:00,AWS_COLABA,Colaba,18.9067,72.8147,37.4
2024-07-19 09:00:00,AWS_COLABA,Colaba,18.9067,72.8147,19.4
2024-07-19 10:00:00,AWS_COLABA,Colaba,18.9067,72.8147,69.4
2024-07-19 11:00:00,AWS_COLABA,Colaba,18.9067,72.8147,67.4
